property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,conscient heritage max,sector 102,1.78,9218.0,3,4,3+,5.0,Moderately Old,1931.04,1748.0,1573.0,0,1,0,0,0,0,125,"28.4750° N, 76.9715° E",28.475,76.9715
house,independent,sector 13,4.5,9091.0,4,5,2,2.0,Old Property,5470.0,4949.99,4455.0,0,0,0,0,0,0,0,"28.4757° N, 77.0392° E",28.4757,77.0392
flat,signature global solera,sector 107,0.28,5725.0,2,2,2,6.0,Relatively New,609.57,543.0,489.0,0,0,0,0,0,0,45,"28.5052° N, 76.9729° E",28.5052,76.9729
house,dlf city plots phase 3,sector 24,1.44,26667.0,4,2,2,1.0,Old Property,597.0,540.02,486.0,0,0,0,0,0,0,8,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,hero homes,sector 104,1.75,10361.0,3,3,3,2.0,Under Construction,1688.96,1528.0,1375.0,0,0,0,0,0,0,30,"28.4788° N, 76.9960° E",28.4788,76.996
flat,indiabulls centrum park,sector 103,1.33,8580.0,3,3,3+,8.0,Relatively New,1790.04,1671.0,1550.0,1,0,0,0,0,0,150,"28.4949° N, 76.9845° E",28.4949,76.9845
house,international city by sobha phase 2,sector 109,8.75,24306.0,5,5,3+,3.0,New Property,3978.0,3599.99,3240.0,1,1,1,1,0,1,153,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,m3m soulitude,sector 89,1.25,8784.0,3,3,2,3.0,New Property,1774.33,1581.0,1422.99,1,0,0,0,0,0,49,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,tulip violet,sector 69,1.31,8517.0,3,3,2,12.0,Relatively New,1537.95,1392.0,1253.0,0,0,0,1,0,1,174,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,m3m merlin,sector 67,2.78,13580.0,3,3,3+,4.0,Relatively New,2046.97,1852.0,1667.0,0,0,0,1,0,1,157,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,gls avenue 51,sector 92,0.5,7812.0,3,3,1,0.0,Relatively New,640.02,579.0,521.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,shree vardhman victoria,sector 70,1.6,8205.0,3,5,3,6.0,Relatively New,2431.71,2167.0,1949.99,0,1,0,0,0,0,174,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,surya vihar rwa,sector 21,1.3,6500.0,5,5,2,2.0,Old Property,2718.75,2400.03,2200.03,1,1,1,0,0,1,42,"28.5134° N, 77.0723° E",28.5134,77.0723
flat,bestech altura,sector 79,1.9,8837.0,3,4,3,11.0,Under Construction,2149.98,1946.0,1751.0,0,0,0,0,0,0,96,"28.3624° N, 76.9787° E",28.3624,76.9787
house,independent,sector 43,1.9,35185.0,3,3,3+,3.0,Old Property,597.0,540.02,486.0,0,0,0,0,0,2,0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,4.0,Under Construction,1434.12,1278.0,1150.02,0,0,0,0,0,0,16,"28.4050° N, 77.0963° E",28.405,77.0963
flat,experion the heartsong,sector 108,3.0,18392.0,4,5,3+,2.0,Relatively New,2779.02,2204.23,1631.05,0,1,0,0,0,2,149,"28.5134° N, 76.9830° E",28.5134,76.983
flat,umang winter hills,sector 77,1.1,5296.0,3,4,3+,9.0,Relatively New,2077.0,1829.0,1599.95,0,1,0,0,0,0,49,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,bptp terra,sector 37d,1.6,7302.0,4,3,3+,7.0,Relatively New,2190.99,2000.04,1800.05,0,0,0,0,1,1,139,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,smart world orchard,sector 61,1.58,13739.0,2,2,2,3.0,New Property,1434.12,1278.0,1150.02,1,0,0,0,0,0,15,"28.4050° N, 77.0963° E",28.405,77.0963
house,independent,sector 9,3.2,13519.0,3,3,2,1.0,Old Property,2616.0,2366.98,2130.0,0,0,0,0,0,1,36,"28.4603° N, 77.0000° E",28.4603,77.0
flat,shree arihant apartment,sector 54,1.55,8611.0,3,3,3,3.0,Moderately Old,2000.04,1900.04,1800.05,0,1,0,0,0,1,109,"28.4348° N, 77.1089° E",28.4348,77.1089
house,eldeco mansionz,sector 48,5.15,18885.0,5,7,3,2.0,Moderately Old,3210.94,2717.99,2700.02,0,1,0,1,0,1,145,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,godrej habitat,sector 3,1.3,9002.0,2,2,2,6.0,Under Construction,1800.32,1604.0,1443.98,0,0,0,0,0,0,36,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,emaar gurgaon greens,sector 102,1.55,9393.0,3,4,3,7.0,Relatively New,1650.0,1315.0,1022.57,0,1,0,0,0,1,152,"28.4750° N, 76.9715° E",28.475,76.9715
flat,tata primanti,sector 72,3.5,11428.0,4,5,3+,10.0,Relatively New,2901.0,2624.99,2362.0,0,1,0,0,1,0,38,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,signature global orchard avenue,sector 93,0.38,6387.0,2,2,2,7.0,Relatively New,741.82,661.0,594.92,0,0,0,0,0,0,16,"28.4153° N, 76.9326° E",28.4153,76.9326
flat,green court,sector 90,0.38,5507.0,2,2,1,7.0,Under Construction,860.55,767.0,689.97,0,0,0,0,0,0,35,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3,3,3+,3.0,Relatively New,1650.0,1493.0,1344.0,1,1,0,0,0,0,152,"28.4030° N, 77.0690° E",28.403,77.069
flat,dlf new town heights,sector 90,1.21,6243.0,3,3,3+,7.0,Relatively New,1929.97,1929.0,1928.03,0,1,0,1,0,0,127,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,tulip violet,sector 69,3.1,9822.0,4,6,3+,14.0,Relatively New,3155.98,2817.0,2500.02,0,1,0,1,0,0,174,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,tarc maceo,sector 91,1.8,7758.0,4,3,3+,0.0,Relatively New,2893.05,2578.0,2320.05,1,0,0,1,0,2,45,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,signature andour heights,sector 71,0.37,8222.0,1,1,2,2.0,Relatively New,480.67,450.04,366.51,0,0,0,0,0,0,65,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,bestech park view spa next,sector 67,3.32,12599.0,4,5,3+,12.0,Moderately Old,2635.0,2385.0,2146.0,0,1,0,0,0,1,174,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,puri emerald bay,sector 104,1.32,8516.0,2,2,2,10.0,Relatively New,1550.0,1403.0,1263.0,0,0,0,0,0,0,128,"28.4788° N, 76.9960° E",28.4788,76.996
flat,m3m soulitude,sector 89,1.32,16923.0,3,3,3,1.0,Under Construction,972.76,867.0,779.95,0,0,0,0,0,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
house,independent,sector 28,9.0,27778.0,6,7,3+,3.0,Moderately Old,3580.0,3240.04,2916.0,1,1,1,1,0,0,67,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,3,3,3,0.0,Relatively New,1650.0,1493.0,1344.0,1,1,0,0,0,1,159,"28.4030° N, 77.0690° E",28.403,77.069
flat,godrej summit,sector 104,1.25,6778.0,3,4,3+,12.0,Relatively New,1843.96,1669.0,1502.0,0,1,0,0,1,0,79,"28.4788° N, 76.9960° E",28.4788,76.996
flat,vatika city,sector 49,1.79,12785.0,3,3,3,9.0,Old Property,1745.93,1556.0,1399.95,0,1,0,0,0,0,38,"28.4121° N, 77.0480° E",28.4121,77.048
house,independent,sector 8,0.32,7111.0,2,3,1,1.0,Relatively New,438.56,450.04,299.99,0,0,0,0,0,0,0,"28.3738° N, 76.8970° E",28.3738,76.897
flat,ats kocoon,sector 109,2.22,10596.0,3,3,3,20.0,Relatively New,2094.98,1896.0,1706.0,0,1,0,0,1,0,79,"28.5073° N, 77.0089° E",28.5073,77.0089
house,shri shyam residency,sector 104,0.62,12400.0,3,3,1,2.0,Moderately Old,801.07,899.97,479.96,0,0,0,0,1,2,8,"28.4788° N, 76.9960° E",28.4788,76.996
flat,indiabulls centrum park,sector 103,1.35,7541.0,3,3,3+,3.0,Relatively New,1790.04,1620.0,1458.0,1,0,0,0,0,1,168,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,signature global solera,sector 107,0.28,5623.0,2,2,2,14.0,Relatively New,609.57,543.0,489.0,0,0,0,0,0,0,38,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,sare green parc 2,sector 92,0.61,4837.0,3,2,2,6.0,Under Construction,1260.99,1141.0,1027.0,0,0,0,0,1,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,unitech uniworld gardens,sector 47,2.15,10306.0,3,4,3+,10.0,Moderately Old,2086.04,1949.99,1749.99,0,1,0,0,0,0,49,"28.4276° N, 77.0492° E",28.4276,77.0492
house,independent,sector 14,4.5,20000.0,5,5,1,1.0,Relatively New,3117.48,2778.0,2500.02,0,0,0,0,0,0,0,"28.4711° N, 77.0454° E",28.4711,77.0454
house,sector 38 rwa,sector 38,4.3,28782.0,9,9,3+,3.0,Relatively New,1754.81,1484.99,1475.95,0,0,0,1,1,1,41,"28.4347° N, 77.0430° E",28.4347,77.043
house,ansal sushant lok plots,sector 43,5.8,29974.0,6,6,3,2.0,Relatively New,2138.0,1935.03,1742.0,0,1,0,0,1,1,49,"28.4629° N, 77.0772° E",28.4629,77.0772
house,independent,sector 2,1.0,8230.0,9,7,3+,3.0,Moderately Old,1343.0,1215.03,1094.0,0,0,0,1,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
house,international city by sobha phase 2,sector 109,6.8,12593.0,4,5,3,2.0,Relatively New,5967.0,5400.03,4860.0,0,1,0,0,0,0,49,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,ss the leaf,sector 85,1.85,6578.0,4,5,3+,1.0,Relatively New,2811.96,2545.0,2290.0,0,0,0,0,0,0,95,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,ats kocoon,sector 109,2.15,10262.0,3,4,3,9.0,Relatively New,2094.98,1896.0,1706.0,0,1,0,0,0,0,97,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,ats triumph,sector 104,1.85,8078.0,3,4,3+,14.0,Relatively New,2290.02,2072.0,1865.0,1,1,1,1,0,0,117,"28.4788° N, 76.9960° E",28.4788,76.996
flat,emaar mgf the palm drive,sector 66,1.51,15130.0,2,2,2,5.0,Relatively New,1199.96,1188.01,998.03,0,0,0,1,0,1,82,"28.3925° N, 77.0541° E",28.3925,77.0541
house,independent,sector 43,14.0,39886.0,9,9,3+,4.0,Moderately Old,3879.0,3510.0,3159.0,0,1,0,0,0,0,7,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,raheja atharva,sector 109,0.79,7931.0,3,2,2,3.0,Relatively New,1457.0,1213.0,995.98,0,0,0,0,0,1,44,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,alpha corp gurgaonone,sector 84,1.15,7496.0,2,2,3,8.0,Relatively New,1533.96,1361.0,1199.96,1,0,0,0,0,1,37,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,dlf the ultima,sector 81,2.25,10553.0,3,3,3+,6.0,New Property,2132.01,1929.0,1736.0,0,1,0,0,0,2,168,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ss the leaf,sector 85,2.13,7574.0,4,4,3,2.0,Relatively New,2811.96,2600.02,2200.03,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,ireo skyon,sector 60,2.82,12818.0,3,3,3,2.0,Relatively New,2403.04,2400.03,2200.03,0,1,0,0,0,1,174,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,smriti apartment,sector 56,0.52,10666.0,1,1,1,1.0,Old Property,524.96,475.0,428.0,0,0,0,0,0,0,34,"28.4245° N, 77.0991° E",28.4245,77.0991
house,project mianwali colony,sector 12,2.0,14815.0,5,5,2,3.0,Old Property,1492.0,1350.01,1215.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,imperia the esfera,sector 37c,0.99,5454.0,3,4,3,9.0,Relatively New,1815.01,1660.0,1509.96,0,1,0,0,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,experion the heartsong,sector 108,1.55,7738.0,3,3,3+,7.0,Relatively New,2002.95,1749.99,1550.0,0,1,0,1,0,1,174,"28.5134° N, 76.9830° E",28.5134,76.983
house,independent,sector 45,7.35,29697.0,6,4,3+,3.0,Old Property,2735.0,2475.05,2228.0,1,1,1,1,0,1,61,"28.4466° N, 77.0660° E",28.4466,77.066
flat,emaar digihomes,sector 62,4.25,26562.0,3,3,3,8.0,Under Construction,1995.19,1778.0,1599.95,1,0,0,0,0,0,16,"28.4139° N, 77.0886° E",28.4139,77.0886
house,surendra homes dayaindependentd colony,sector 6,0.75,15625.0,4,4,2,1.0,Moderately Old,530.0,479.96,432.0,0,0,0,0,0,0,0,"28.4745° N, 77.0262° E",28.4745,77.0262
flat,signature the roselia,sector 95,0.41,6194.0,2,2,2,12.0,New Property,730.6,670.05,569.3,1,0,0,0,0,1,90,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,godrej oasis,sector 88a,1.45,8082.0,3,3,3,12.0,Relatively New,2236.84,1993.0,1794.02,0,0,0,0,0,0,49,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,ats tourmaline,sector 109,1.75,8139.0,3,4,3+,9.0,Relatively New,2149.98,1946.0,1751.0,0,1,0,0,0,0,94,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,puri emerald bay,sector 104,2.3,9387.0,3,4,3+,10.0,Moderately Old,2449.97,2217.0,1995.0,0,1,0,0,0,0,101,"28.4788° N, 76.9960° E",28.4788,76.996
flat,mapsko mount ville,sector 79,1.85,9641.0,3,4,3,21.0,New Property,1815.01,1643.0,1479.0,0,1,0,1,0,0,49,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,mapsko mount ville,sector 79,1.3,8024.0,3,3,2,6.0,Relatively New,1619.97,1215.0,867.25,1,0,0,1,0,0,151,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,m3m ikonic,sector 68,1.8,9230.0,3,3,3+,18.0,Relatively New,1949.99,1845.04,1529.98,0,0,0,0,0,1,126,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,signature global synera,sector 81,0.48,8450.0,2,2,1,7.0,Relatively New,657.03,613.0,568.01,0,0,0,0,0,1,70,"28.3867° N, 76.9485° E",28.3867,76.9485
house,independent,sector 12,2.75,12343.0,6,6,2,2.0,Old Property,2462.0,2228.02,2005.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,ambience creacions,sector 22,1.99,14420.0,2,2,2,9.0,New Property,1380.04,1284.99,1280.04,1,1,0,1,0,0,20,"28.5072° N, 77.0640° E",28.5072,77.064
flat,professional society,manesar,0.75,3067.0,3,4,3,3.0,Relatively New,3048.96,2717.0,2445.02,0,1,0,0,0,0,21,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,smart world gems,sector 89,1.0,9033.0,2,2,2,1.0,Under Construction,1380.34,1230.0,1106.96,1,0,0,0,0,0,38,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,ansal housing highland park,sector 103,2.0,7490.0,4,5,3+,14.0,New Property,2669.99,2416.0,2174.0,0,1,0,0,0,0,45,"28.4949° N, 76.9845° E",28.4949,76.9845
house,independent,sector 2,19.5,27083.0,8,9,3+,2.0,New Property,7956.0,7199.97,6480.0,1,1,0,1,0,0,122,"28.5095° N, 77.0320° E",28.5095,77.032
flat,ramprastha the edge towers,sector 37d,0.98,5536.0,3,3,3+,5.0,Relatively New,1770.02,1674.97,1399.95,0,0,0,1,0,0,174,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,the close north,sector 50,2.65,10685.0,3,4,3+,6.0,Moderately Old,2480.0,2469.99,2000.04,0,1,0,0,0,1,174,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,sare crescent parc,sector 92,1.0,5128.0,4,3,2,1.0,Relatively New,2431.71,2167.0,1949.99,0,0,0,0,0,0,49,"28.4079° N, 76.9153° E",28.4079,76.9153
house,dlf city phase 1,sector 26,5.5,30556.0,4,4,3+,2.0,Moderately Old,1989.0,1800.05,1620.0,0,0,1,1,0,0,49,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,spaze privy at,sector 84,1.35,9642.0,3,3,3,7.0,Relatively New,1918.02,1749.99,1399.95,0,0,0,1,0,0,90,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,indiabulls enigma,sector 110,4.0,9851.0,4,4,3,17.0,New Property,3702.0,3350.05,3015.0,0,0,0,0,0,0,59,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,signature andour heights,sector 71,0.59,8428.0,2,2,1,6.0,Moderately Old,699.98,639.05,540.89,0,0,0,0,0,0,67,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,shree vardhman victoria,sector 70,1.9,9743.0,3,3,3,10.0,New Property,1949.99,1765.0,1588.0,0,1,1,1,1,0,36,"28.3968° N, 77.0233° E",28.3968,77.0233
house,dlf city plots phase 3,sector 24,1.6,29629.0,8,5,3+,4.0,Old Property,614.87,540.02,499.98,0,0,0,0,0,0,8,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,m3m capital,sector 113,2.87,12489.0,4,4,3+,3.0,Under Construction,2865.28,2553.0,2297.99,0,1,0,0,0,0,65,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,dlf the ultima,sector 81,2.25,10699.0,3,3,3+,11.0,Relatively New,2103.05,1599.95,1257.01,1,1,0,1,1,2,49,"28.3867° N, 76.9485° E",28.3867,76.9485
house,independent,sector 10a,3.6,19608.0,8,4,3,3.0,Moderately Old,2029.0,1836.0,1652.0,0,0,0,1,0,1,28,"28.4469° N, 77.0106° E",28.4469,77.0106
house,independent,sector 36,0.66,7168.0,2,2,3,4.0,New Property,909.0,823.01,741.0,0,0,0,0,0,0,0,"28.4160° N, 76.9914° E",28.416,76.9914
house,sushant lok 1 builder floors,sector 43,6.25,30728.0,7,7,3+,3.0,Moderately Old,2248.0,2033.95,1831.0,1,1,1,0,0,0,46,"28.4629° N, 77.0772° E",28.4629,77.0772
house,independent,sector 26,18.9,41833.0,6,8,2,3.0,Relatively New,4992.0,4518.04,4066.0,1,1,1,1,0,1,120,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,ats tourmaline,sector 109,2.95,9365.0,4,5,3+,10.0,Relatively New,3149.95,2851.0,2566.0,0,1,0,0,0,0,101,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,vatika gurgaon,sector 83,1.33,5564.0,4,4,3,3.0,Relatively New,2390.02,2193.0,2000.04,0,1,0,0,0,0,26,"28.3986° N, 76.9647° E",28.3986,76.9647
house,international city by sobha phase 1,sector 109,6.75,10838.0,4,4,3+,2.0,New Property,6882.0,6227.99,5605.0,0,1,0,1,0,0,130,"28.5073° N, 77.0089° E",28.5073,77.0089
house,independent,sector 104,0.6,5128.0,7,3,1,2.0,Moderately Old,1293.0,1170.04,1053.0,0,0,0,0,0,0,0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,m3m skywalk,sector 74,1.55,13790.0,2,2,3+,18.0,Relatively New,1405.98,1299.96,1123.97,0,0,0,0,1,0,137,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,tulip violet,sector 69,1.38,8972.0,3,3,1,12.0,Relatively New,1537.95,1392.0,1253.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,m3m golfestate,sector 65,5.9,17484.0,3,3,3,18.0,Relatively New,3362.97,3043.0,2739.0,1,1,0,0,0,0,76,"28.4030° N, 77.0690° E",28.403,77.069
house,independent,sector 105,0.5,50000.0,2,2,0,1.0,Moderately Old,110.0,100.0,90.0,0,0,0,0,0,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,swarn jayanti cghs,sector 54,1.75,7608.0,4,3,3+,3.0,Old Property,2300.03,1900.04,1800.05,0,0,0,0,1,1,26,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,smart world gems,sector 89,0.95,8600.0,2,2,2,4.0,New Property,1375.61,1226.0,1102.98,1,1,0,0,0,0,38,"28.4253° N, 76.9439° E",28.4253,76.9439
house,independent,sector 105,0.6,13333.0,3,3,0,3.0,Moderately Old,497.0,450.04,405.0,0,0,0,0,0,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,prime habitat,sector 99a,0.27,5432.0,2,2,1,4.0,New Property,619.59,552.0,496.97,0,0,0,0,0,0,7,"28.4561° N, 76.9542° E",28.4561,76.9542
house,sushant lok 1 builder floors,sector 43,1.65,30556.0,4,4,3+,4.0,Moderately Old,5533.86,4860.01,4499.96,0,0,0,0,1,2,49,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,smart world orchard,sector 61,2.57,15766.0,3,3,2,3.0,Under Construction,2032.44,1811.0,1629.98,1,0,0,0,0,0,0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,signature global synera,sector 81,0.48,8026.0,2,2,1,14.0,Relatively New,598.04,547.0,498.05,0,0,0,0,0,1,14,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,dlf regal gardens,sector 90,1.27,5499.0,3,3,3+,2.0,Relatively New,1754.95,1499.95,1399.95,0,0,0,0,1,0,72,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,emaar mgf the palm drive,sector 66,3.45,15681.0,3,4,3,6.0,Relatively New,2200.03,2000.04,1800.05,0,1,0,0,0,1,95,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,sidhartha ncr one,sector 95,0.55,5556.0,2,2,3,15.0,New Property,1148.36,989.96,950.02,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,corona optus,sector 37c,1.25,7175.0,3,3,3,2.0,Relatively New,1735.03,1563.0,1399.95,1,0,0,0,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,ild grand,sector 37c,1.35,7142.0,3,3,0,1.0,New Property,2011.0,1819.96,1638.0,0,0,0,0,0,0,60,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,bestech park view residency,sector 2,1.01,7137.0,2,2,3,0.0,Moderately Old,1415.02,1281.0,1153.0,0,0,0,0,0,0,92,"28.5095° N, 77.0320° E",28.5095,77.032
house,independent,sector 7,1.2,11194.0,5,4,2,3.0,Old Property,1185.0,1071.98,965.0,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,pioneer araya,sector 62,9.95,20995.0,4,6,3,12.0,Relatively New,4739.02,3933.0,3218.94,0,1,0,1,0,1,138,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,essel towers,sector 14,2.75,12500.0,4,5,3+,8.0,Old Property,2431.0,2200.03,1980.0,1,1,0,0,0,2,128,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,dlf the ultima,sector 81,2.12,10080.0,3,3,3+,9.0,Relatively New,2103.05,1650.0,1257.01,1,1,0,1,1,2,49,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,apex our homes,sector 37c,0.35,3783.0,2,2,1,7.0,Relatively New,925.05,850.03,799.97,0,0,0,0,0,1,158,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,bestech park view grand spa,sector 81,2.3,8646.0,3,4,3+,7.0,Relatively New,2659.97,2280.01,1949.99,0,1,0,0,0,1,49,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,aardhya homesh,sector 67a,1.85,8043.0,4,4,0,4.0,New Property,2868.22,2556.0,2300.03,0,0,0,0,0,0,0,"28.3960° N, 77.0372° E",28.396,77.0372
flat,orris aster court,sector 85,0.69,5221.0,2,2,2,5.0,Relatively New,1312.01,1074.99,974.99,0,0,0,0,0,0,37,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,3.0,New Property,1434.12,1278.0,1150.02,1,0,0,0,0,0,122,"28.4050° N, 77.0963° E",28.405,77.0963
flat,adarsh nagar,sector 12,0.65,6190.0,3,3,1,1.0,New Property,1309.48,1167.0,1050.02,0,0,0,0,0,1,42,"28.4723° N, 77.0320° E",28.4723,77.032
flat,m3m woodshire,sector 107,1.29,8835.0,3,3,3+,1.0,Relatively New,1942.99,1690.0,1460.02,0,0,0,1,0,1,174,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,dlf the skycourt,sector 86,1.56,8087.0,3,4,3+,17.0,Relatively New,1929.0,1580.03,1450.0,0,0,1,0,0,0,174,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,ss the leaf,sector 85,1.14,6951.0,2,2,3,4.0,Relatively New,1639.99,1484.0,1336.0,0,0,0,0,0,0,109,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,godrej nature plus,sector 33,1.4,9333.0,2,2,3,14.0,Under Construction,1499.95,1448.0,1384.99,0,0,0,0,0,0,67,"28.4420° N, 77.0207° E",28.442,77.0207
flat,ansal api esencia,sector 67,1.2,7407.0,3,3,2,1.0,Relatively New,2020.02,1800.0,1619.97,0,0,0,0,0,0,49,"28.3859° N, 77.0608° E",28.3859,77.0608
house,nul,sector 25,6.25,34722.0,5,5,3,2.0,Moderately Old,1989.0,1800.05,1620.0,0,1,0,1,0,1,112,"28.4844° N, 77.0860° E",28.4844,77.086
house,sai kripa floors 5,sector 11,0.9,11250.0,5,5,3,3.0,Relatively New,884.0,799.97,720.0,0,0,0,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
house,independent,sector 55,3.1,20026.0,5,4,3+,2.0,Moderately Old,1710.0,1547.96,1393.0,0,1,1,0,0,1,59,"28.4281° N, 77.1100° E",28.4281,77.11
flat,m3m merlin,sector 67,2.98,14557.0,3,3,3,0.0,Relatively New,2046.97,1852.0,1667.0,0,0,0,0,1,1,49,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,pareena coban residences,sector 99a,1.6,8000.0,3,3,3,6.0,Under Construction,2000.04,1810.0,1629.0,0,0,0,0,0,0,0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,tata gurgaon gateway,sector 113,2.45,10786.0,3,3,3,8.0,Relatively New,2225.01,2014.0,1813.0,0,0,0,0,0,0,110,"28.5287° N, 77.0233° E",28.5287,77.0233
house,independent,sector 26,8.9,32963.0,4,4,3+,2.0,Old Property,2984.0,2700.02,2430.0,1,1,1,1,0,0,82,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,m3m woodshire,sector 107,0.9,5867.0,2,2,3,8.0,Relatively New,1533.96,1281.0,1056.05,1,0,0,0,0,1,74,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,dlf the skycourt,sector 86,1.5,7776.0,3,3,1,15.0,Relatively New,1929.0,1550.0,1329.99,0,0,0,0,0,0,159,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,ats kocoon,sector 109,1.7,9742.0,3,3,3,22.0,Relatively New,1745.04,1550.0,1395.0,0,0,0,0,0,0,74,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,m3m capital,sector 113,2.51,14800.0,3,3,3+,2.0,Under Construction,1694.99,1534.0,1381.0,1,0,0,0,0,0,49,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,shree vardhman victoria,sector 70,1.5,7692.0,3,5,3,7.0,Relatively New,1949.99,1527.0,1160.99,0,1,0,0,0,1,174,"28.3968° N, 77.0233° E",28.3968,77.0233
